"BL","RGB","Kreis","Gkz","Wirtschaftsraum","Ort","Einwohner","Plz","Block neu"
"HE",64,6433,6433013,"Rhein/Main","Stockstadt am Rhein",5797,"64589","A"
"HE",64,6431,6431002,,"Bensheim, Stadt",38976,"64625","B"
"HE",64,6431,6431011,,"Heppenheim (Bergstraße), Kreisstadt",25482,"64646","B"
"HE",64,6431,6431016,,"Lorsch, Stadt",12545,"64653","B"
"HE",64,6431,6431007,,"Fürth",11164,"64658","B"
"HE",64,6432,6432001,"Rhein/Main","Alsbach-Hähnlein",9363,"64665","A"
"HE",64,6431,6431019,,"Rimbach",8459,"64668","B"
"HE",64,6431,6431022,,"Zwingenberg, Stadt",6984,"64673","B"
"HE",64,6431,6431015,,"Lindenfels, Stadt",5323,"64678","B"
"HE",64,6431,6431006,,"Einhausen",5959,"64683","B"
"HE",64,6431,6431014,,"Lautertal (Odenwald)",7383,"64686","B"
"HE",64,6431,6431009,,"Grasellenbach",3888,"64689","B"
"HE",64,6437,6437006,,"Erbach, Kreisstadt",13422,"64711","B"
"HE",64,6437,6437011,,"Michelstadt, Stadt",17191,"64720","B"
"HE",64,6437,6437001,,"Bad König, Stadt",9392,"64732","B"
"HE",64,6437,6437009,,"Höchst i. Odw.",10107,"64739","B"
"HE",64,6437,6437002,,"Beerfelden, Stadt",6956,"64743","B"
"HE",64,6437,6437004,,"Breuberg, Stadt",7512,"64747","B"
"HE",64,6437,6437010,,"Lützelbach",7335,"64750","B"
"HE",64,6437,6437005,,"Brombachtal",3696,"64753","B"
"HE",64,6437,6437012,,"Mossautal",2681,"64756","B"
"HE",64,6432,6432004,"Rhein/Main","Dieburg, Stadt",15297,"64807","A"
"HE",64,6432,6432010,"Rhein/Main","Groß-Umstadt, Stadt",21620,"64823","A"
"HE",64,6432,6432002,"Rhein/Main","Babenhausen, Stadt",16409,"64832","A"
"HE",64,6432,6432015,"Rhein/Main","Münster",13833,"64839","A"
"HE",64,6432,6432011,"Rhein/Main","Groß-Zimmern",13817,"64846","A"
"HE",64,6432,6432021,"Rhein/Main","Schaafheim",8808,"64850","A"
"HE",64,6432,6432017,"Rhein/Main","Otzberg",6364,"64853","A"
"HE",64,6432,6432005,"Rhein/Main","Eppertshausen",5727,"64859","A"
"HE",64,6414,6414000,"Rhein/Main","Wiesbaden, Landeshauptstadt",271553,"65183","A"
"HE",64,6439,6439015,,"Taunusstein, Stadt",29113,"65232","A"
"HE",64,6436,6436006,"Rhein/Main","Hochheim am Main, Stadt",17219,"65239","A"
"HE",64,6439,6439002,,"Bad Schwalbach, Kreisstadt",11193,"65307","A"
"HE",64,6439,6439005,,"Heidenrod",8183,"65321","A"
"HE",64,6439,6439001,,"Aarbergen",6649,"65326","A"
"HE",64,6439,6439006,,"Hohenstein",6265,"65329","A"
"HE",64,6439,6439003,,"Eltville am Rhein, Stadt",16686,"65343","A"
"HE",64,6439,6439004,,"Geisenheim, Stadt",11932,"65366","A"
"HE",64,6439,6439012,,"Oestrich-Winkel, Stadt",11948,"65375","A"
"HE",64,6439,6439013,,"Rüdesheim am Rhein, Stadt",9933,"65385","A"
"HE",64,6439,6439017,,"Walluf",5869,"65396","A"
"HE",64,6433,6433012,"Rhein/Main","Rüsselsheim, Stadt",59677,"65428","A"
"HE",64,6436,6436004,"Rhein/Main","Flörsheim am Main, Stadt",19612,"65439","A"
"HE",64,6433,6433007,"Rhein/Main","Kelsterbach, Stadt",14270,"65451","A"
"HE",64,6433,6433005,"Rhein/Main","Ginsheim-Gustavsburg",16155,"65462","A"
"HE",64,6433,6433014,"Rhein/Main","Trebur",12876,"65468","A"
"HE",64,6433,6433002,"Rhein/Main","Bischofsheim",12227,"65474","A"
"HE",64,6433,6433010,"Rhein/Main","Raunheim, Stadt",13491,"65479","A"
"HE",64,6439,6439007,,"Hünstetten",9924,"65510","A"
"HE",64,6439,6439008,,"Idstein, Stadt",22998,"65510","A"
"HE",64,6439,6439011,,"Niedernhausen",14768,"65527","A"
"HE",64,6439,6439016,,"Waldems",5840,"65529","A"
"HE",64,6436,6436007,"Rhein/Main","Hofheim am Taunus, Kreisstadt",37924,"65719","A"
"HE",64,6436,6436003,"Rhein/Main","Eschborn, Stadt",20153,"65760","A"
"HE",64,6436,6436008,"Rhein/Main","Kelkheim (Taunus), Stadt",26863,"65779","A"
"HE",64,6436,6436005,"Rhein/Main","Hattersheim am Main, Stadt",25093,"65795","A"
"HE",64,6436,6436001,"Rhein/Main","Bad Soden am Taunus, Stadt",20977,"65812","A"
"HE",64,6436,6436002,"Rhein/Main","Eppstein, Stadt",13557,"65817","A"
"HE",64,6436,6436011,"Rhein/Main","Schwalbach am Taunus, Stadt",14153,"65824","A"
"HE",64,6436,6436009,"Rhein/Main","Kriftel",10613,"65830","A"
"HE",64,6436,6436010,"Rhein/Main","Liederbach am Taunus",8460,"65835","A"
"HE",64,6436,6436012,"Rhein/Main","Sulzbach (Taunus)",8268,"65843","A"
"HE",64,6431,6431020,,"Viernheim, Stadt",32622,"68519","B"
"HE",64,6431,6431013,,"Lampertheim, Stadt",32053,"68623","B"
"HE",64,6431,6431005,,"Bürstadt, Stadt",15305,"68642","B"
"HE",64,6431,6431003,,"Biblis",8791,"68647","B"
"HE",64,6431,6431010,,"Groß-Rohrheim",3691,"68649","B"
"HE",64,6431,6431018,,"Neckarsteinach, Stadt",3902,"69239","B"
"HE",64,6431,6431012,,"Hirschhorn (Neckar), Stadt",3724,"69434","B"
"HE",64,6431,6431021,,"Wald-Michelbach",11521,"69483","B"
"HE",64,6431,6431004,,"Birkenau",10425,"69488","B"
"HE",64,6431,6431017,,"Mörlenbach",10605,"69509","B"
"HE",64,6431,6431008,,"Gorxheimertal",4218,"69517","B"
"HE",64,6431,6431001,,"Abtsteinach",2471,"69518","B"
"HE",65,6534,6534014,,"Marburg, Universitätsstadt",78138,"35037","B"
"HE",65,6534,6534010,,"Gladenbach, Stadt",12619,"35075","B"
"HE",65,6534,6534021,,"Wetter (Hessen), Stadt",9487,"35083","B"
"HE",65,6534,6534008,,"Ebsdorfergrund",8975,"35085","B"
"HE",65,6534,6534006,,"Cölbe",7145,"35091","B"
"HE",65,6534,6534012,,"Lahntal",6767,"35094","B"
"HE",65,6534,6534020,,"Weimar (Lahn)",7011,"35096","B"
"HE",65,6534,6534013,,"Lohra",5756,"35102","B"
"HE",65,6534,6534009,,"Fronhausen",4097,"35112","B"
"HE",65,6534,6534015,,"Münchhausen",3733,"35117","B"
"HE",65,6534,6534004,,"Biedenkopf, Stadt",13863,"35216","B"
"HE",65,6534,6534007,,"Dautphetal",12152,"35232","B"
"HE",65,6534,6534005,,"Breidenbach",6952,"35236","B"
"HE",65,6534,6534019,,"Steffenberg",4427,"35239","B"
"HE",65,6534,6534018,,"Stadtallendorf, Stadt",21704,"35260","B"
"HE",65,6534,6534011,,"Kirchhain, Stadt",16408,"35274","B"
"HE",65,6534,6534016,,"Neustadt (Hessen), Stadt",9256,"35279","B"
"HE",65,6534,6534001,,"Amöneburg, Stadt",5301,"35287","B"
"HE",65,6534,6534022,,"Wohratal",2617,"35288","B"
"HE",65,6531,6531006,,"Grünberg, Stadt",14324,"35305","B"
"HE",65,6535,6535009,,"Homberg (Ohm), Stadt",8032,"35315","B"
"HE",65,6531,6531010,,"Laubach, Stadt",10358,"35321","B"
"HE",65,6535,6535013,,"Mücke",10290,"35325","B"
"HE",65,6535,6535018,,"Ulrichstein, Stadt",3321,"35327","B"
"HE",65,6531,6531005,,"Gießen, Universitätsstadt",73580,"35390","B"
"HE",65,6531,6531008,,"Hungen, Stadt",12852,"35410","B"
"HE",65,6531,6531014,,"Pohlheim, Stadt",17442,"35415","B"
"HE",65,6531,6531003,,"Buseck",13249,"35418","B"
"HE",65,6531,6531011,,"Lich, Stadt",13412,"35423","B"
"HE",65,6531,6531009,,"Langgöns",12123,"35428","B"
"HE",65,6531,6531018,,"Wettenberg",12411,"35435","B"
"HE",65,6531,6531012,,"Linden, Stadt",12378,"35440","B"
"HE",65,6531,6531002,,"Biebertal",10489,"35444","B"
"HE",65,6531,6531016,,"Reiskirchen",10722,"35447","B"
"HE",65,6531,6531007,,"Heuchelheim",7558,"35452","B"
"HE",65,6531,6531013,,"Lollar, Stadt",10185,"35457","B"
"HE",65,6531,6531017,,"Staufenberg, Stadt",7984,"35460","B"
"HE",65,6531,6531004,,"Fernwald",6645,"35463","B"
"HE",65,6531,6531015,,"Rabenau",5501,"35466","B"
"HE",65,6532,6532023,,"Wetzlar, Stadt",52723,"35578","B"
"HE",65,6532,6532021,,"Solms, Stadt",13984,"35606","B"
"HE",65,6532,6532001,,"Aßlar, Stadt",14053,"35614","B"
"HE",65,6532,6532003,,"Braunfels, Stadt",11419,"35619","B"
"HE",65,6532,6532014,,"Hüttenberg",10379,"35625","B"
"HE",65,6532,6532008,,"Ehringshausen",9436,"35630","B"
"HE",65,6532,6532015,,"Lahnau",8453,"35633","B"
"HE",65,6532,6532016,,"Leun, Stadt",6043,"35638","B"
"HE",65,6532,6532018,,"Schöffengrund",6439,"35641","B"
"HE",65,6532,6532013,,"Hohenahr",5081,"35644","B"
"HE",65,6532,6532022,,"Waldsolms",5222,"35647","B"
"HE",65,6532,6532006,,"Dillenburg, Stadt",24923,"35683","B"
"HE",65,6532,6532011,,"Haiger, Stadt",20169,"35708","B"
"HE",65,6532,6532009,,"Eschenburg",10698,"35713","B"
"HE",65,6534,6534002,,"Angelburg",3760,"35719","B"
"HE",65,6532,6532012,,"Herborn, Stadt",21304,"35745","B"
"HE",65,6532,6532010,,"Greifenstein",7448,"35753","B"
"HE",65,6532,6532017,,"Mittenaar",5091,"35756","B"
"HE",65,6532,6532020,,"Sinn",6645,"35764","B"
"HE",65,6533,6533017,,"Weilburg, Stadt",13768,"35781","A"
"HE",65,6533,6533018,,"Weilmünster, Marktflecken",9545,"35789","A"
"HE",65,6533,6533011,,"Mengerskirchen, Marktflecken",6167,"35794","A"
"HE",65,6535,6535015,,"Schlitz, Stadt",10272,"36110","B"
"HE",65,6535,6535001,,"Alsfeld, Stadt",18012,"36304","B"
"HE",65,6535,6535010,,"Kirtorf, Stadt",3566,"36320","B"
"HE",65,6535,6535006,,"Grebenau, Stadt",2795,"36323","B"
"HE",65,6535,6535014,,"Romrod, Stadt",3071,"36329","B"
"HE",65,6535,6535011,,"Lauterbach (Hessen), Kreisstadt",14677,"36341","B"
"HE",65,6535,6535007,,"Grebenhain",5321,"36355","B"
"HE",65,6535,6535008,,"Herbstein, Stadt",5197,"36358","B"
"HE",65,6535,6535019,,"Wartenberg",4107,"36367","B"
"HE",65,6535,6535016,,"Schotten, Stadt",11535,"63679","B"
"HE",65,6533,6533003,,"Bad Camberg, Stadt",13929,"65520","A"
"HE",65,6533,6533009,,"Limburg a.d. Lahn, Kreisstadt",33635,"65549","A"
"HE",65,6533,6533007,,"Hadamar, Stadt",12292,"65589","A"
"HE",65,6533,6533013,,"Runkel, Stadt",9803,"65594","A"
"HE",65,6533,6533008,,"Hünfelden",10356,"65597","A"
"HE",65,6533,6533004,,"Dornburg",8686,"65599","A"
"HE",65,6533,6533006,,"Elz",7975,"65604","A"
"HE",65,6533,6533015,,"Villmar",7363,"65606","A"
"HE",65,6533,6533002,,"Brechen",6729,"65611","A"
"HE",65,6533,6533001,,"Beselich",5788,"65614","A"
"HE",65,6533,6533014,,"Selters (Taunus)",8281,"65618","A"
"HE",65,6533,6533016,,"Waldbrunn (Westerwald)",6141,"65620","A"
"HE",65,6533,6533005,,"Elbtal",2585,"65627","A"
"HE",66,6611,6611000,,"Kassel, documenta-Stadt",194146,"34117","A"
"HE",66,6634,6634014,,"Melsungen, Stadt",14135,"34212","A"
"HE",66,6633,6633003,,"Baunatal, Stadt",28132,"34225","B"
"HE",66,6633,6633009,,"Fuldatal",12230,"34233","B"
"HE",66,6633,6633026,,"Vellmar, Stadt",18244,"34246","B"
"HE",66,6633,6633017,,"Lohfelden",13841,"34253","B"
"HE",66,6633,6633020,,"Niestetal",10489,"34266","B"
"HE",66,6633,6633023,,"Schauenburg",10468,"34270","B"
"HE",66,6633,6633008,,"Fuldabrück",9079,"34277","B"
"HE",66,6634,6634007,,"Gudensberg, Stadt",9092,"34281","A"
"HE",66,6634,6634024,,"Spangenberg, Liebenbachstadt",6666,"34286","A"
"HE",66,6633,6633029,,"Zierenberg, Stadt",6837,"34289","B"
"HE",66,6633,6633001,,"Ahnatal",8360,"34292","B"
"HE",66,6634,6634002,,"Edermünde",7381,"34295","A"
"HE",66,6633,6633012,,"Helsa",5939,"34298","B"
"HE",66,6634,6634008,,"Guxhagen",5420,"34302","A"
"HE",66,6633,6633006,,"Bad Emstal",6296,"34308","B"
"HE",66,6633,6633018,,"Naumburg, Stadt",5542,"34311","B"
"HE",66,6633,6633011,,"Habichtswald",5365,"34317","B"
"HE",66,6633,6633024,,"Söhrewald",5271,"34320","B"
"HE",66,6634,6634013,,"Malsfeld",4342,"34323","A"
"HE",66,6634,6634015,,"Morschen",3891,"34326","A"
"HE",66,6634,6634012,,"Körle",2880,"34327","A"
"HE",66,6633,6633022,,"Reinhardshagen",5190,"34359","B"
"HE",66,6633,6633013,,"Hofgeismar, Stadt",16646,"34369","B"
"HE",66,6633,6633005,,"Calden",7854,"34379","B"
"HE",66,6633,6633002,,"Bad Karlshafen, Stadt",4278,"34385","B"
"HE",66,6635,6635002,,"Bad Arolsen, Stadt",16979,"34454","A"
"HE",66,6633,6633028,,"Wolfhagen, Stadt",13310,"34466","B"
"HE",66,6635,6635020,,"Volkmarsen, Stadt",6990,"34471","A"
"HE",66,6635,6635008,,"Diemelstadt, Stadt",5731,"34474","A"
"HE",66,6635,6635018,,"Twistetal",4840,"34477","A"
"HE",66,6633,6633004,,"Breuna",3931,"34479","B"
"HE",66,6635,6635015,,"Korbach, Kreisstadt",24537,"34497","A"
"HE",66,6635,6635022,,"Willingen (Upland)",6710,"34508","A"
"HE",66,6635,6635021,,"Waldeck, Stadt",7897,"34513","A"
"HE",66,6635,6635019,,"Vöhl",6345,"34516","A"
"HE",66,6635,6635007,,"Diemelsee",5562,"34519","A"
"HE",66,6635,6635003,,"Bad Wildungen, Stadt",18154,"34537","A"
"HE",66,6634,6634005,,"Fritzlar, Dom- und Kaiserstadt",14804,"34560","A"
"HE",66,6634,6634009,,"Homberg (Efze), Kreisstadt",15190,"34576","A"
"HE",66,6634,6634001,,"Borken (Hessen), Stadt",13789,"34582","A"
"HE",66,6634,6634003,,"Felsberg, Stadt",11335,"34587","A"
"HE",66,6634,6634025,,"Wabern",7741,"34590","A"
"HE",66,6634,6634027,,"Bad Zwesten",4265,"34596","A"
"HE",66,6634,6634016,,"Neuental",3457,"34599","A"
"HE",66,6634,6634022,,"Schwalmstadt, Stadt",19649,"34613","A"
"HE",66,6634,6634004,,"Frielendorf",8238,"34621","A"
"HE",66,6634,6634017,,"Neukirchen, Stadt",7677,"34626","A"
"HE",66,6634,6634026,,"Willingshausen",5312,"34628","A"
"HE",66,6634,6634006,,"Gilserberg",3596,"34630","A"
"HE",66,6634,6634010,,"Jesberg",2740,"34632","A"
"HE",66,6634,6634020,,"Ottrau",2527,"34633","A"
"HE",66,6634,6634021,,"Schrecksbach",3327,"34637","A"
"HE",66,6635,6635011,,"Frankenberg (Eder), Stadt",19248,"35066","A"
"HE",66,6635,6635004,,"Battenberg (Eder), Stadt",5782,"35088","A"
"HE",66,6635,6635016,,"Lichtenfels, Stadt",4447,"35104","A"
"HE",66,6635,6635001,,"Allendorf (Eder)",5762,"35108","A"
"HE",66,6635,6635010,,"Frankenau, Stadt",3631,"35110","A"
"HE",66,6635,6635013,,"Haina (Kloster)",3749,"35114","A"
"HE",66,6635,6635014,,"Hatzfeld (Eder), Stadt",3369,"35116","A"
"HE",66,6635,6635012,,"Gemünden (Wohra), Stadt",4269,"35285","A"
"HE",66,6631,6631009,,"Fulda, Stadt",63149,"36037","A"
"HE",66,6631,6631015,,"Hünfeld, Stadt",16256,"36088","A"
"HE",66,6631,6631017,,"Künzell",16302,"36093","A"
"HE",66,6631,6631020,,"Petersberg",14375,"36100","A"
"HE",66,6631,6631008,,"Flieden",8780,"36103","A"
"HE",66,6631,6631018,,"Neuhof",11529,"36119","A"
"HE",66,6631,6631006,,"Eichenzell",10608,"36124","A"
"HE",66,6631,6631010,,"Gersfeld (Rhön), Stadt",6415,"36129","A"
"HE",66,6631,6631007,,"Eiterfeld",7600,"36132","A"
"HE",66,6631,6631011,,"Großenlüder",8723,"36137","A"
"HE",66,6631,6631023,,"Tann (Rhön), Stadt",4744,"36142","A"
"HE",66,6631,6631013,,"Hofbieber",6317,"36145","A"
"HE",66,6631,6631016,,"Kalbach",6394,"36148","A"
"HE",66,6631,6631002,,"Burghaun",6706,"36151","A"
"HE",66,6631,6631004,,"Ebersburg",4603,"36157","A"
"HE",66,6631,6631003,,"Dipperz",3448,"36160","A"
"HE",66,6632,6632008,,"Haunetal",3245,"36166","B"
"HE",66,6632,6632003,,"Bebra, Stadt",15105,"36179","B"
"HE",66,6632,6632018,,"Rotenburg a.d. Fulda, Stadt",14531,"36199","B"
"HE",66,6636,6636011,,"Sontra, Stadt",8804,"36205","A"
"HE",66,6632,6632001,,"Alheim",5331,"36211","B"
"HE",66,6632,6632017,,"Ronshausen",2579,"36217","B"
"HE",66,6632,6632002,,"Bad Hersfeld, Kreisstadt",30650,"36251","B"
"HE",66,6632,6632009,,"Heringen (Werra), Stadt",8152,"36266","B"
"HE",66,6632,6632016,,"Philippsthal (Werra)",4542,"36269","B"
"HE",66,6632,6632015,,"Niederaula",5567,"36272","B"
"HE",66,6632,6632011,,"Kirchheim",3990,"36275","B"
"HE",66,6632,6632019,,"Schenklengsfeld",4825,"36277","B"
"HE",66,6634,6634019,,"Oberaula",3493,"36280","A"
"HE",66,6632,6632007,,"Hauneck",3406,"36282","B"
"HE",66,6632,6632010,,"Hohenroda",3448,"36284","B"
"HE",66,6632,6632004,,"Breitenbach a. Herzberg",1965,"36287","B"
"HE",66,6632,6632006,,"Friedewald",2459,"36289","B"
"HE",66,6633,6633027,,"Wahlsburg",2441,"37194","B"
"HE",66,6636,6636016,,"Witzenhausen, Stadt",16169,"37213","A"
"HE",66,6636,6636006,,"Hessisch Lichtenau, Stadt",13567,"37235","A"
"HE",66,6636,6636001,,"Bad Sooden-Allendorf, Stadt",9104,"37242","A"
"HE",66,6636,6636004,,"Großalmerode, Stadt",7602,"37247","A"
"HE",66,6636,6636003,,"Eschwege, Kreisstadt",21597,"37269","A"
"HE",66,6636,6636007,,"Meinhard",5326,"37276","A"
"HE",66,6636,6636013,,"Wanfried, Stadt",4604,"37281","A"
"HE",66,6636,6636012,,"Waldkappel, Stadt",5002,"37284","A"
"HE",66,6636,6636014,,"Wehretal",5583,"37287","A"
"HE",66,6636,6636005,,"Herleshausen",3121,"37293","A"
"HE",66,6636,6636010,,"Ringgau",3427,"37296","A"
"HE",66,6635,6635005,,"Bromskirchen",1956,"59969","A"
"RP",71,7131,7131070,,"Remagen, Stadt",16207,"53424","B"
"RP",71,7131,7131007,,"Bad Neuenahr-Ahrweiler, Stadt",27535,"53474","B"
"RP",71,7131,7131077,,"Sinzig, Stadt",17659,"53489","B"
"RP",71,7131,7131006,,"Bad Breisig, Stadt",8991,"53498","B"
"RP",71,7131,7131090,,"Grafschaft",11216,"53501","B"
"RP",71,7131,7131001,,"Adenau, Stadt",2992,"53518","B"
"RP",71,7131,7131501,,"Dümpelfeld",688,"53520","B"
"RP",71,7138,7138041,,"Linz am Rhein, Stadt",6090,"53545","B"
"RP",71,7138,7138004,,"Bad Hönningen, Stadt",5709,"53557","B"
"RP",71,7138,7138003,,"Asbach",6983,"53567","B"
"RP",71,7138,7138080,,"Buchholz (Westerwald)",4589,"53567","B"
"RP",71,7138,7138073,,"Unkel, Stadt",4921,"53572","B"
"RP",71,7133,7133103,,"Stromberg, Stadt",3112,"55442","B"
"RP",71,7133,7133093,,"Schweppenhausen",933,"55444","B"
"RP",71,7133,7133054,,"Langenlonsheim",3664,"55450","B"
"RP",71,7133,7133035,,"Guldental",2681,"55452","B"
"RP",71,7133,7133056,,"Laubenheim",804,"55452","B"
"RP",71,7133,7133114,,"Windesheim",1870,"55452","B"
"RP",71,7140,7140144,,"Simmern/ Hunsrück, Stadt",7733,"55469","B"
"RP",71,7140,7140067,,"Kirchberg (Hunsrück), Stadt",3866,"55481","B"
"RP",71,7140,7140024,,"Büchenbeuren",1716,"55491","B"
"RP",71,7140,7140125,,"Rheinböllen",4024,"55494","B"
"RP",71,7133,7133006,,"Bad Kreuznach, Stadt",43265,"55545","B"
"RP",71,7133,7133064,,"Meddersheim",1397,"55566","B"
"RP",71,7133,7133501,,"Bad Sobernheim, Stadt",6415,"55566","B"
"RP",71,7133,7133067,,"Monzingen",1676,"55569","B"
"RP",71,7133,7133076,,"Odernheim am Glan",1841,"55571","B"
"RP",71,7133,7133007,,"Bad Münster am Stein-Ebernburg, Stadt",3831,"55583","B"
"RP",71,7133,7133065,,"Meisenheim, Stadt",2926,"55590","B"
"RP",71,7133,7133117,,"Rüdesheim",2351,"55593","B"
"RP",71,7133,7133040,,"Hargesheim",2904,"55595","B"
"RP",71,7133,7133061,,"Mandel",841,"55595","B"
"RP",71,7133,7133052,,"Kirn, Stadt",8952,"55606","B"
"RP",71,7134,7134069,,"Rhaunen",2277,"55624","B"
"RP",71,7133,7133066,,"Merxheim",1468,"55627","B"
"RP",71,7134,7134025,,"Fischbach",1051,"55743","B"
"RP",71,7134,7134045,,"Idar-Oberstein, Stadt",33223,"55743","B"
"RP",71,7134,7134003,,"Allenbach",707,"55758","B"
"RP",71,7134,7134010,,"Birkenfeld, Stadt",7031,"55765","B"
"RP",71,7134,7134057,,"Niederbrombach",513,"55767","B"
"RP",71,7134,7134072,,"Rötsweiler-Nockenthal",507,"55767","B"
"RP",71,7134,7134005,,"Baumholder, Stadt",4214,"55774","B"
"RP",71,7111,7111000,,"Koblenz, Stadt",107891,"56068","B"
"RP",71,7141,7141075,,"Lahnstein, Stadt",18756,"56112","B"
"RP",71,7141,7141006,,"Bad Ems, Stadt",9598,"56130","B"
"RP",71,7140,7140501,,"Boppard, Stadt",16482,"56154","B"
"RP",71,7137,7137203,,"Bendorf, Stadt",17220,"56170","B"
"RP",71,7137,7137226,,"Vallendar, Stadt",9153,"56179","B"
"RP",71,7137,7137224,,"Urbar",3069,"56182","B"
"RP",71,7137,7137229,,"Weitersburg",2146,"56191","B"
"RP",71,7143,7143032,,"Höhr-Grenzhausen, Stadt",9816,"56203","B"
"RP",71,7137,7137216,,"Mülheim-Kärlich, Stadt",10395,"56218","B"
"RP",71,7143,7143062,,"Ransbach-Baumbach, Stadt",7322,"56235","B"
"RP",71,7143,7143006,,"Breitenau",720,"56237","B"
"RP",71,7143,7143050,,"Nauort",2360,"56237","B"
"RP",71,7143,7143067,,"Selters (Westerwald), Stadt",2708,"56242","B"
"RP",71,7143,7143029,,"Herschbach",2924,"56249","B"
"RP",71,7135,7135082,,"Treis-Karden",2369,"56253","B"
"RP",71,7138,7138012,,"Dierdorf, Stadt",5874,"56269","B"
"RP",71,7140,7140036,,"Emmelshausen",4896,"56281","B"
"RP",71,7140,7140064,,"Kastellaun, Stadt",5248,"56288","B"
"RP",71,7137,7137086,,"Ochtendung",5216,"56299","B"
"RP",71,7138,7138057,,"Puderbach",2341,"56305","B"
"RP",71,7137,7137204,,"Brey",1525,"56321","B"
"RP",71,7137,7137221,,"Rhens, Stadt",2965,"56321","B"
"RP",71,7137,7137227,,"Waldesch",2093,"56323","B"
"RP",71,7140,7140133,,"Sankt Goar, Stadt",3132,"56329","B"
"RP",71,7137,7137230,,"Winningen",2502,"56333","B"
"RP",71,7141,7141501,,"Braubach, Stadt",3284,"56338","B"
"RP",71,7141,7141121,,"Sankt Goarshausen, Loreleystadt, Stadt",1585,"56346","B"
"RP",71,7141,7141072,,"Kestert",709,"56348","B"
"RP",71,7141,7141092,,"Nastätten, Stadt",4239,"56355","B"
"RP",71,7141,7141015,,"Bogel",816,"56357","B"
"RP",71,7141,7141060,,"Holzhausen an der Haide",1281,"56357","B"
"RP",71,7141,7141068,,"Katzenelnbogen, Stadt",2154,"56368","B"
"RP",71,7141,7141091,,"Nassau, Stadt",5209,"56377","B"
"RP",71,7143,7143048,,"Montabaur, Stadt",12432,"56410","B"
"RP",71,7143,7143027,,"Heiligenroth",1427,"56412","B"
"RP",71,7143,7143053,,"Niederelbert",1673,"56412","B"
"RP",71,7143,7143281,,"Oberahr",581,"56414","B"
"RP",71,7143,7143081,,"Wirges, Stadt",5267,"56422","B"
"RP",71,7143,7143070,,"Siershahn",2748,"56427","B"
"RP",71,7143,7143010,,"Dernbach (Westerwald)",2612,"56428","B"
"RP",71,7143,7143308,,"Westerburg, Stadt",5806,"56457","B"
"RP",71,7143,7143254,,"Langenhahn",1416,"56459","B"
"RP",71,7143,7143206,,"Bad Marienberg (Westerwald), Stadt",5958,"56470","B"
"RP",71,7143,7143286,,"Rennerod, Stadt",3918,"56477","B"
"RP",71,7138,7138045,,"Neuwied, Stadt",66943,"56564","B"
"RP",71,7137,7137228,,"Weißenthurm, Stadt",7906,"56575","B"
"RP",71,7138,7138061,,"Rengsdorf",2635,"56579","B"
"RP",71,7138,7138076,,"Waldbreitbach",2027,"56588","B"
"RP",71,7132,7132055,,"Horhausen (Westerwald)",1860,"56593","B"
"RP",71,7138,7138063,,"Rheinbrohl",3956,"56598","B"
"RP",71,7137,7137003,,"Andernach, Stadt",29334,"56626","B"
"RP",71,7137,7137088,,"Plaidt",5782,"56637","B"
"RP",71,7137,7137057,,"Kruft",3984,"56642","B"
"RP",71,7137,7137096,,"Saffig",2211,"56648","B"
"RP",71,7131,7131202,,"Burgbrohl",3371,"56659","B"
"RP",71,7137,7137068,,"Mayen, Stadt",19656,"56727","B"
"RP",71,7137,7137055,,"Kottenheim",2862,"56736","B"
"RP",71,7137,7137069,,"Mendig, Stadt",8526,"56743","B"
"RP",71,7137,7137101,,"Thür",1481,"56743","B"
"RP",71,7137,7137089,,"Polch, Stadt",6537,"56751","B"
"RP",71,7135,7135045,,"Kaisersesch, Stadt",2912,"56759","B"
"RP",71,7135,7135083,,"Ulmen",3120,"56766","B"
"RP",71,7135,7135020,,"Cochem, Stadt",5208,"56812","B"
"RP",71,7135,7135092,,"Zell (Mosel), Stadt",4427,"56856","B"
"RP",71,7135,7135019,,"Bullay",1483,"56859","B"
"RP",71,7132,7132006,,"Betzdorf, Stadt",10624,"57518","B"
"RP",71,7132,7132117,,"Wissen, Stadt",8757,"57537","B"
"RP",71,7132,7132063,,"Kirchen (Sieg)",9434,"57548","B"
"RP",71,7132,7132072,,"Mudersbach",6279,"57555","B"
"RP",71,7132,7132050,,"Herdorf, Stadt",7311,"57562","B"
"RP",71,7132,7132018,,"Daaden",4528,"57567","B"
"RP",71,7132,7132076,,"Niederfischbach",4835,"57572","B"
"RP",71,7132,7132044,,"Hamm (Sieg)",3429,"57577","B"
"RP",71,7132,7132501,,"Altenkirchen (Westerwald), Stadt",6519,"57610","B"
"RP",71,7143,7143301,,"Wahlrod",869,"57614","B"
"RP",71,7143,7143229,,"Hachenburg, Stadt",5756,"57627","B"
"RP",71,7143,7143260,,"Luckenbach",608,"57629","B"
"RP",71,7141,7141057,,"Hirschberg",380,"65558","B"
"RP",71,7141,7141029,,"Diez, Stadt",10882,"65582","B"
"RP",71,7141,7141051,,"Hahnstätten",2874,"65623","B"
"RP",71,7141,7141002,,"Altendiez",2373,"65624","B"
"RP",71,7141,7141095,,"Niederneisen",1462,"65629","B"
"RP",71,7133,7133030,,"Feilbingert",1741,"67824","B"
"RP",72,7211,7211000,,"Trier, Stadt",100234,"54290","A"
