"BL","RGB","Kreis","Gkz","Wirtschaftsraum","Ort","Einwohner","Plz","Block neu"
"BY",93,9377,9377141,,"Mitterteich, Stadt",7422,"95666","B"
"BY",93,9377,9377159,,"Wiesau, Markt",4546,"95676","B"
"BY",93,9377,9377157,,"Waldershof, Stadt",4707,"95679","B"
"BY",93,9377,9377119,,"Fuchsmühl, Markt",1866,"95689","B"
"BY",93,9377,9377139,,"Mähring, Markt",2008,"95695","B"
"BY",93,9377,9377143,,"Neusorg",2071,"95700","B"
"BY",94,9474,9474154,,"Neunkirchen a.Brand, Markt",7748,"91077","A"
"BY",94,9474,9474146,,"Langensendelbach",2829,"91094","A"
"BY",94,9472,9472175,,"Pegnitz, Stadt",14330,"91257","A"
"BY",94,9472,9472179,,"Pottenstein, Stadt",5425,"91278","A"
"BY",94,9472,9472118,,"Betzenstein, Stadt",2543,"91282","A"
"BY",94,9472,9472184,,"Schnabelwaid, Markt",1022,"91289","A"
"BY",94,9474,9474126,,"Forchheim, Stadt",30749,"91301","A"
"BY",94,9474,9474121,,"Ebermannstadt, Stadt",6820,"91320","A"
"BY",94,9474,9474132,,"Gräfenberg, Stadt",4146,"91322","A"
"BY",94,9474,9474129,,"Gößweinstein, Markt",4204,"91327","A"
"BY",94,9474,9474123,,"Eggolsheim, Markt",6223,"91330","A"
"BY",94,9474,9474135,,"Heroldsbach",4978,"91336","A"
"BY",94,9474,9474140,,"Igensdorf, Markt",4680,"91338","A"
"BY",94,9472,9472197,,"Waischenfeld, Stadt",3222,"91344","A"
"BY",94,9474,9474124,,"Egloffstein, Markt",2091,"91349","A"
"BY",94,9474,9474134,,"Hausen",3631,"91353","A"
"BY",94,9474,9474138,,"Hiltpoltstein, Markt",1599,"91355","A"
"BY",94,9474,9474145,,"Kunreuth",1387,"91358","A"
"BY",94,9474,9474147,,"Leutenbach",1759,"91359","A"
"BY",94,9464,9464000,,"Hof, Stadt",50150,"95028","A"
"BY",94,9479,9479152,,"Selb, Stadt",17627,"95100","A"
"BY",94,9475,9475162,,"Rehau, Stadt",10304,"95111","A"
"BY",94,9475,9475156,,"Naila, Stadt",8467,"95119","A"
"BY",94,9475,9475168,,"Schwarzenbach a.d.Saale, Stadt",8044,"95126","A"
"BY",94,9475,9475169,,"Schwarzenbach a.Wald, Stadt",5439,"95131","A"
"BY",94,9475,9475112,,"Bad Steben, Markt",3656,"95138","A"
"BY",94,9475,9475158,,"Oberkotzau, Markt",5852,"95145","A"
"BY",94,9475,9475171,,"Selbitz, Stadt",4841,"95152","A"
"BY",94,9479,9479129,,"Kirchenlamitz, Stadt",4020,"95158","A"
"BY",94,9479,9479166,,"Weißenstadt, Stadt",3601,"95163","A"
"BY",94,9479,9479135,,"Marktleuthen, Stadt",3782,"95168","A"
"BY",94,9479,9479150,,"Schönwald, Stadt",3809,"95173","A"
"BY",94,9475,9475142,,"Konradsreuth",3625,"95176","A"
"BY",94,9475,9475128,,"Geroldsgrün",3225,"95179","A"
"BY",94,9475,9475113,,"Berg",2666,"95180","A"
"BY",94,9475,9475182,,"Trogen",1596,"95183","A"
"BY",94,9475,9475141,,"Köditz",2769,"95189","A"
"BY",94,9479,9479145,,"Röslau",2540,"95195","A"
"BY",94,9475,9475154,,"Münchberg, Stadt",11716,"95213","A"
"BY",94,9475,9475136,,"Helmbrechts, Stadt",9671,"95233","A"
"BY",94,9475,9475175,,"Stammbach, Markt",2665,"95236","A"
"BY",94,9477,9477128,,"Kulmbach, Stadt",27914,"95326","A"
"BY",94,9477,9477136,,"Mainleus, Markt",6852,"95336","A"
"BY",94,9477,9477156,,"Stadtsteinach, Stadt",3527,"95346","A"
"BY",94,9477,9477157,,"Thurnau, Markt",4510,"95349","A"
"BY",94,9477,9477138,,"Marktleugast, Markt",3678,"95352","A"
"BY",94,9477,9477159,,"Untersteinach",2007,"95369","A"
"BY",94,9462,9462000,,"Bayreuth, Stadt",74558,"95444","A"
"BY",94,9472,9472116,,"Bad Berneck i.Fichtelgebirge, Stadt",4772,"95460","A"
"BY",94,9472,9472119,,"Bindlach",7143,"95463","A"
"BY",94,9472,9472199,,"Weidenberg, Markt",6678,"95466","A"
"BY",94,9472,9472190,,"Speichersdorf",6196,"95469","A"
"BY",94,9472,9472127,,"Creußen, Stadt",4821,"95473","A"
"BY",94,9472,9472180,,"Prebitz",1132,"95473","A"
"BY",94,9472,9472139,,"Gefrees, Stadt",4844,"95482","A"
"BY",94,9472,9472150,,"Heinersreuth",3781,"95500","A"
"BY",94,9472,9472155,,"Hummeltal",2499,"95503","A"
"BY",94,9472,9472166,,"Mistelbach",1631,"95511","A"
"BY",94,9477,9477142,,"Neudrossenfeld",3925,"95512","A"
"BY",94,9479,9479136,,"Marktredwitz, Stadt",18528,"95615","A"
"BY",94,9479,9479169,,"Wunsiedel, Stadt",10386,"95632","A"
"BY",94,9479,9479112,,"Arzberg, Stadt",6359,"95659","A"
"BY",94,9472,9472138,,"Fichtelberg",2121,"95686","A"
"BY",94,9472,9472164,,"Mehlmeisel",1415,"95694","A"
"BY",94,9479,9479147,,"Schirnding, Markt",1509,"95706","A"
"BY",94,9479,9479158,,"Thiersheim, Markt",2159,"95707","A"
"BY",94,9479,9479161,,"Tröstau",2686,"95709","A"
"BY",94,9461,9461000,,"Bamberg, Stadt",69726,"96047","A"
"BY",94,9471,9471140,,"Hallstadt, Stadt",8514,"96103","A"
"BY",94,9471,9471185,,"Scheßlitz, Stadt",7180,"96110","A"
"BY",94,9471,9471145,,"Hirschaid, Markt",11292,"96114","A"
"BY",94,9471,9471159,,"Memmelsdorf",8950,"96117","A"
"BY",94,9471,9471117,,"Bischberg",5864,"96120","A"
"BY",94,9471,9471195,,"Strullendorf",7885,"96129","A"
"BY",94,9471,9471220,,"Schlüsselfeld, Stadt",5810,"96132","A"
"BY",94,9471,9471191,,"Stegaurach",6605,"96135","A"
"BY",94,9471,9471120,,"Burgebrach, Markt",6300,"96138","A"
"BY",94,9472,9472154,,"Hollfeld, Stadt",5259,"96142","A"
"BY",94,9473,9473165,,"Seßlach, Stadt",4096,"96145","A"
"BY",94,9471,9471119,,"Breitengüßbach",4589,"96149","A"
"BY",94,9471,9471131,,"Frensdorf",4753,"96158","A"
"BY",94,9471,9471165,,"Oberhaid",4759,"96173","A"
"BY",94,9471,9471174,,"Rattelsdorf, Markt",4651,"96179","A"
"BY",94,9471,9471175,,"Reckendorf",1887,"96182","A"
"BY",94,9471,9471214,,"Zapfendorf, Markt",5021,"96199","A"
"BY",94,9478,9478139,,"Lichtenfels, Stadt",21640,"96215","A"
"BY",94,9478,9478116,,"Burgkunstadt, Stadt",7029,"96224","A"
"BY",94,9478,9478165,,"Bad Staffelstein, Stadt",10629,"96231","A"
"BY",94,9473,9473121,,"Ebersdorf b.Coburg",6411,"96237","A"
"BY",94,9473,9473166,,"Sonnefeld",5333,"96242","A"
"BY",94,9478,9478145,,"Michelau i.OFr.",6999,"96247","A"
"BY",94,9473,9473170,,"Untersiemau",4317,"96253","A"
"BY",94,9478,9478155,,"Redwitz a.d.Rodach",3461,"96257","A"
"BY",94,9478,9478176,,"Weismain, Stadt",4923,"96260","A"
"BY",94,9478,9478111,,"Altenkunstadt",5669,"96264","A"
"BY",94,9476,9476154,,"Mitwitz, Markt",3088,"96268","A"
"BY",94,9473,9473174,,"Weidhausen b.Coburg",3422,"96279","A"
"BY",94,9476,9476145,,"Kronach, Stadt",18331,"96317","A"
"BY",94,9476,9476146,,"Küps, Markt",8268,"96328","A"
"BY",94,9476,9476164,,"Pressig, Markt",4350,"96332","A"
"BY",94,9476,9476152,,"Ludwigsstadt, Stadt",3871,"96337","A"
"BY",94,9476,9476178,,"Stockheim",5326,"96342","A"
"BY",94,9476,9476184,,"Wallenfels, Stadt",3184,"96346","A"
"BY",94,9476,9476177,,"Steinwiesen, Markt",3930,"96349","A"
"BY",94,9476,9476189,,"Wilhelmsthal",4131,"96352","A"
"BY",94,9476,9476179,,"Tettau, Markt",2554,"96355","A"
"BY",94,9476,9476175,,"Steinbach a.Wald",3558,"96361","A"
"BY",94,9476,9476183,,"Marktrodach, Markt",4125,"96364","A"
"BY",94,9476,9476185,,"Weißenbrunn",3195,"96369","A"
"BY",94,9463,9463000,,"Coburg, Stadt",42629,"96450","A"
"BY",94,9473,9473151,,"Neustadt b.Coburg, Stadt",16670,"96465","A"
"BY",94,9473,9473159,,"Rödental, Stadt",13941,"96472","A"
"BY",94,9473,9473158,,"Bad Rodach, Stadt",6580,"96476","A"
"BY",94,9473,9473175,,"Weitramsdorf",5047,"96479","A"
"BY",94,9473,9473112,,"Ahorn",4554,"96482","A"
"BY",94,9473,9473144,,"Meeder",4071,"96484","A"
"BY",94,9473,9473120,,"Dörfles-Esbach",3925,"96487","A"
"BY",94,9473,9473153,,"Niederfüllbach",1725,"96489","A"
"BY",95,9564,9564000,"Nürnberg","Nürnberg, Stadt",493397,"90403","A"
"BY",95,9573,9573134,"Nürnberg","Zirndorf, Stadt",25107,"90513","A"
"BY",95,9574,9574112,"Nürnberg","Altdorf b.Nürnberg, Stadt",15252,"90518","A"
"BY",95,9573,9573122,"Nürnberg","Oberasbach, Stadt",17074,"90522","A"
"BY",95,9576,9576151,,"Wendelstein, Markt",16113,"90530","A"
"BY",95,9574,9574123,"Nürnberg","Feucht, Markt",13633,"90537","A"
"BY",95,9572,9572121,,"Eckental, Markt",14275,"90542","A"
"BY",95,9573,9573127,"Nürnberg","Stein, Stadt",13928,"90547","A"
"BY",95,9574,9574152,"Nürnberg","Röthenbach a.d.Pegnitz, Stadt",12182,"90552","A"
